provincia;municipio;sexo;total
43 Tarragona;43165 Vilabella;Ambos sexos;25
43 Tarragona;43165 Vilabella;Hombres;12
43 Tarragona;43165 Vilabella;Mujeres;13
43 Tarragona;43166 Vilallonga del Camp;Ambos sexos;37
43 Tarragona;43166 Vilallonga del Camp;Hombres;15
43 Tarragona;43166 Vilallonga del Camp;Mujeres;22
43 Tarragona;43167 Vilanova d'Escornalbou;Ambos sexos;11
43 Tarragona;43167 Vilanova d'Escornalbou;Hombres;6
43 Tarragona;43167 Vilanova d'Escornalbou;Mujeres;5
43 Tarragona;43168 Vilanova de Prades;Ambos sexos;5
43 Tarragona;43168 Vilanova de Prades;Hombres;2
43 Tarragona;43168 Vilanova de Prades;Mujeres;3
43 Tarragona;43169 Vilaplana;Ambos sexos;18
43 Tarragona;43169 Vilaplana;Hombres;8
43 Tarragona;43169 Vilaplana;Mujeres;10
43 Tarragona;43170 Vila-rodona;Ambos sexos;69
43 Tarragona;43170 Vila-rodona;Hombres;34
43 Tarragona;43170 Vila-rodona;Mujeres;35
43 Tarragona;43171 Vila-seca;Ambos sexos;520
43 Tarragona;43171 Vila-seca;Hombres;273
43 Tarragona;43171 Vila-seca;Mujeres;247
43 Tarragona;43172 Vilaverd;Ambos sexos;32
43 Tarragona;43172 Vilaverd;Hombres;12
43 Tarragona;43172 Vilaverd;Mujeres;20
43 Tarragona;43173 Vilella Alta, La;Ambos sexos;9
43 Tarragona;43173 Vilella Alta, La;Hombres;9
43 Tarragona;43173 Vilella Alta, La;Mujeres;0
43 Tarragona;43174 Vilella Baixa, La;Ambos sexos;22
43 Tarragona;43174 Vilella Baixa, La;Hombres;13
43 Tarragona;43174 Vilella Baixa, La;Mujeres;9
43 Tarragona;43175 Vilalba dels Arcs;Ambos sexos;15
43 Tarragona;43175 Vilalba dels Arcs;Hombres;8
43 Tarragona;43175 Vilalba dels Arcs;Mujeres;7
43 Tarragona;43176 Vimbodí i Poblet;Ambos sexos;20
43 Tarragona;43176 Vimbodí i Poblet;Hombres;14
43 Tarragona;43176 Vimbodí i Poblet;Mujeres;6
43 Tarragona;43177 Vinebre;Ambos sexos;13
43 Tarragona;43177 Vinebre;Hombres;4
43 Tarragona;43177 Vinebre;Mujeres;9
43 Tarragona;43178 Vinyols i els Arcs;Ambos sexos;14
43 Tarragona;43178 Vinyols i els Arcs;Hombres;6
43 Tarragona;43178 Vinyols i els Arcs;Mujeres;8
43 Tarragona;43901 Deltebre;Ambos sexos;153
43 Tarragona;43901 Deltebre;Hombres;82
43 Tarragona;43901 Deltebre;Mujeres;71
43 Tarragona;43902 Sant Jaume d'Enveja;Ambos sexos;45
43 Tarragona;43902 Sant Jaume d'Enveja;Hombres;21
43 Tarragona;43902 Sant Jaume d'Enveja;Mujeres;24
43 Tarragona;43903 Camarles;Ambos sexos;50
43 Tarragona;43903 Camarles;Hombres;28
43 Tarragona;43903 Camarles;Mujeres;22
43 Tarragona;43904 Aldea, L';Ambos sexos;86
43 Tarragona;43904 Aldea, L';Hombres;51
43 Tarragona;43904 Aldea, L';Mujeres;35
43 Tarragona;43905 Salou;Ambos sexos;996
43 Tarragona;43905 Salou;Hombres;513
43 Tarragona;43905 Salou;Mujeres;483
43 Tarragona;43906 Ampolla, L';Ambos sexos;112
43 Tarragona;43906 Ampolla, L';Hombres;61
43 Tarragona;43906 Ampolla, L';Mujeres;51
43 Tarragona;43907 Canonja, La;Ambos sexos;40
43 Tarragona;43907 Canonja, La;Hombres;23
43 Tarragona;43907 Canonja, La;Mujeres;17
44 Teruel;N/A;Ambos sexos;5.884
44 Teruel;N/A;Hombres;2.923
44 Teruel;N/A;Mujeres;2.961
44 Teruel;44001 Ababuj;Ambos sexos;3
44 Teruel;44001 Ababuj;Hombres;3
44 Teruel;44001 Ababuj;Mujeres;0
44 Teruel;44004 Aguaviva;Ambos sexos;29
44 Teruel;44004 Aguaviva;Hombres;16
44 Teruel;44004 Aguaviva;Mujeres;13
44 Teruel;44005 Aguilar del Alfambra;Ambos sexos;2
44 Teruel;44005 Aguilar del Alfambra;Hombres;1
44 Teruel;44005 Aguilar del Alfambra;Mujeres;1
44 Teruel;44006 Alacón;Ambos sexos;5
44 Teruel;44006 Alacón;Hombres;1
44 Teruel;44006 Alacón;Mujeres;4
44 Teruel;44007 Alba;Ambos sexos;9
44 Teruel;44007 Alba;Hombres;3
44 Teruel;44007 Alba;Mujeres;6
44 Teruel;44008 Albalate del Arzobispo;Ambos sexos;50
44 Teruel;44008 Albalate del Arzobispo;Hombres;22
44 Teruel;44008 Albalate del Arzobispo;Mujeres;28
44 Teruel;44009 Albarracín;Ambos sexos;32
44 Teruel;44009 Albarracín;Hombres;15
44 Teruel;44009 Albarracín;Mujeres;17
44 Teruel;44010 Albentosa;Ambos sexos;25
44 Teruel;44010 Albentosa;Hombres;17
44 Teruel;44010 Albentosa;Mujeres;8
44 Teruel;44011 Alcaine;Ambos sexos;30
44 Teruel;44011 Alcaine;Hombres;14
44 Teruel;44011 Alcaine;Mujeres;16
44 Teruel;44012 Alcalá de la Selva;Ambos sexos;7
44 Teruel;44012 Alcalá de la Selva;Hombres;2
44 Teruel;44012 Alcalá de la Selva;Mujeres;5
44 Teruel;44013 Alcañiz;Ambos sexos;521
44 Teruel;44013 Alcañiz;Hombres;264
44 Teruel;44013 Alcañiz;Mujeres;257
44 Teruel;44014 Alcorisa;Ambos sexos;172
44 Teruel;44014 Alcorisa;Hombres;69
44 Teruel;44014 Alcorisa;Mujeres;103
44 Teruel;44016 Alfambra;Ambos sexos;15
44 Teruel;44016 Alfambra;Hombres;8
44 Teruel;44016 Alfambra;Mujeres;7
44 Teruel;44017 Aliaga;Ambos sexos;49
44 Teruel;44017 Aliaga;Hombres;26
44 Teruel;44017 Aliaga;Mujeres;23
44 Teruel;44018 Almohaja;Ambos sexos;3
44 Teruel;44018 Almohaja;Hombres;2
44 Teruel;44018 Almohaja;Mujeres;1
44 Teruel;44019 Alobras;Ambos sexos;2
44 Teruel;44019 Alobras;Hombres;1
44 Teruel;44019 Alobras;Mujeres;1
44 Teruel;44021 Allepuz;Ambos sexos;15
44 Teruel;44021 Allepuz;Hombres;5
44 Teruel;44021 Allepuz;Mujeres;10
44 Teruel;44022 Alloza;Ambos sexos;60
44 Teruel;44022 Alloza;Hombres;25
44 Teruel;44022 Alloza;Mujeres;35
44 Teruel;44023 Allueva;Ambos sexos;2
44 Teruel;44023 Allueva;Hombres;2
44 Teruel;44023 Allueva;Mujeres;0
44 Teruel;44024 Anadón;Ambos sexos;2
44 Teruel;44024 Anadón;Hombres;2
44 Teruel;44024 Anadón;Mujeres;0
44 Teruel;44025 Andorra;Ambos sexos;154
44 Teruel;44025 Andorra;Hombres;87
44 Teruel;44025 Andorra;Mujeres;67
44 Teruel;44026 Arcos de las Salinas;Ambos sexos;2
44 Teruel;44026 Arcos de las Salinas;Hombres;2
44 Teruel;44026 Arcos de las Salinas;Mujeres;0
44 Teruel;44027 Arens de Lledó;Ambos sexos;4
44 Teruel;44027 Arens de Lledó;Hombres;3
44 Teruel;44027 Arens de Lledó;Mujeres;1
44 Teruel;44028 Argente;Ambos sexos;3
44 Teruel;44028 Argente;Hombres;1
44 Teruel;44028 Argente;Mujeres;2
44 Teruel;44029 Ariño;Ambos sexos;28
44 Teruel;44029 Ariño;Hombres;13
44 Teruel;44029 Ariño;Mujeres;15
44 Teruel;44033 Báguena;Ambos sexos;24
44 Teruel;44033 Báguena;Hombres;12
44 Teruel;44033 Báguena;Mujeres;12
44 Teruel;44034 Bañón;Ambos sexos;9
44 Teruel;44034 Bañón;Hombres;6
44 Teruel;44034 Bañón;Mujeres;3
44 Teruel;44035 Barrachina;Ambos sexos;2
44 Teruel;44035 Barrachina;Hombres;2
44 Teruel;44035 Barrachina;Mujeres;0
44 Teruel;44037 Beceite;Ambos sexos;24
44 Teruel;44037 Beceite;Hombres;13
44 Teruel;44037 Beceite;Mujeres;11
44 Teruel;44038 Belmonte de San José;Ambos sexos;13
44 Teruel;44038 Belmonte de San José;Hombres;7
44 Teruel;44038 Belmonte de San José;Mujeres;6
44 Teruel;44039 Bello;Ambos sexos;5
44 Teruel;44039 Bello;Hombres;5
44 Teruel;44039 Bello;Mujeres;0
44 Teruel;44040 Berge;Ambos sexos;9
44 Teruel;44040 Berge;Hombres;4
44 Teruel;44040 Berge;Mujeres;5
44 Teruel;44041 Bezas;Ambos sexos;1
44 Teruel;44041 Bezas;Hombres;1
44 Teruel;44041 Bezas;Mujeres;0
44 Teruel;44042 Blancas;Ambos sexos;6
44 Teruel;44042 Blancas;Hombres;2
44 Teruel;44042 Blancas;Mujeres;4
44 Teruel;44043 Blesa;Ambos sexos;29
44 Teruel;44043 Blesa;Hombres;19
44 Teruel;44043 Blesa;Mujeres;10
44 Teruel;44044 Bordón;Ambos sexos;32
44 Teruel;44044 Bordón;Hombres;18
44 Teruel;44044 Bordón;Mujeres;14
44 Teruel;44045 Bronchales;Ambos sexos;12
44 Teruel;44045 Bronchales;Hombres;3
44 Teruel;44045 Bronchales;Mujeres;9
44 Teruel;44046 Bueña;Ambos sexos;2
44 Teruel;44046 Bueña;Hombres;1
44 Teruel;44046 Bueña;Mujeres;1
44 Teruel;44047 Burbáguena;Ambos sexos;8
44 Teruel;44047 Burbáguena;Hombres;5
44 Teruel;44047 Burbáguena;Mujeres;3
44 Teruel;44049 Calaceite;Ambos sexos;60
44 Teruel;44049 Calaceite;Hombres;38
44 Teruel;44049 Calaceite;Mujeres;22
44 Teruel;44050 Calamocha;Ambos sexos;83
44 Teruel;44050 Calamocha;Hombres;34
44 Teruel;44050 Calamocha;Mujeres;49
44 Teruel;44051 Calanda;Ambos sexos;166
44 Teruel;44051 Calanda;Hombres;75
44 Teruel;44051 Calanda;Mujeres;91
44 Teruel;44052 Calomarde;Ambos sexos;2
44 Teruel;44052 Calomarde;Hombres;2
44 Teruel;44052 Calomarde;Mujeres;0
44 Teruel;44053 Camañas;Ambos sexos;12
44 Teruel;44053 Camañas;Hombres;9
44 Teruel;44053 Camañas;Mujeres;3
44 Teruel;44054 Camarena de la Sierra;Ambos sexos;6
44 Teruel;44054 Camarena de la Sierra;Hombres;4
44 Teruel;44054 Camarena de la Sierra;Mujeres;2
44 Teruel;44055 Camarillas;Ambos sexos;10
44 Teruel;44055 Camarillas;Hombres;3
44 Teruel;44055 Camarillas;Mujeres;7
44 Teruel;44056 Caminreal;Ambos sexos;7
44 Teruel;44056 Caminreal;Hombres;3
44 Teruel;44056 Caminreal;Mujeres;4
44 Teruel;44059 Cantavieja;Ambos sexos;40
44 Teruel;44059 Cantavieja;Hombres;17
44 Teruel;44059 Cantavieja;Mujeres;23
44 Teruel;44060 Cañada de Benatanduz;Ambos sexos;13
44 Teruel;44060 Cañada de Benatanduz;Hombres;7
44 Teruel;44060 Cañada de Benatanduz;Mujeres;6
44 Teruel;44061 Cañada de Verich, La;Ambos sexos;3
44 Teruel;44061 Cañada de Verich, La;Hombres;2
44 Teruel;44061 Cañada de Verich, La;Mujeres;1
44 Teruel;44062 Cañada Vellida;Ambos sexos;5
44 Teruel;44062 Cañada Vellida;Hombres;2
44 Teruel;44062 Cañada Vellida;Mujeres;3
44 Teruel;44063 Cañizar del Olivar;Ambos sexos;3
44 Teruel;44063 Cañizar del Olivar;Hombres;2
44 Teruel;44063 Cañizar del Olivar;Mujeres;1
44 Teruel;44065 Castejón de Tornos;Ambos sexos;1
44 Teruel;44065 Castejón de Tornos;Hombres;0
44 Teruel;44065 Castejón de Tornos;Mujeres;1
44 Teruel;44066 Castel de Cabra;Ambos sexos;30
44 Teruel;44066 Castel de Cabra;Hombres;18
44 Teruel;44066 Castel de Cabra;Mujeres;12
44 Teruel;44067 Castelnou;Ambos sexos;2
44 Teruel;44067 Castelnou;Hombres;2
44 Teruel;44067 Castelnou;Mujeres;0
44 Teruel;44068 Castelserás;Ambos sexos;33
44 Teruel;44068 Castelserás;Hombres;17
44 Teruel;44068 Castelserás;Mujeres;16
44 Teruel;44070 Castellar, El;Ambos sexos;1
44 Teruel;44070 Castellar, El;Hombres;0
44 Teruel;44070 Castellar, El;Mujeres;1
44 Teruel;44071 Castellote;Ambos sexos;93
44 Teruel;44071 Castellote;Hombres;39
44 Teruel;44071 Castellote;Mujeres;54
44 Teruel;44074 Cedrillas;Ambos sexos;15
44 Teruel;44074 Cedrillas;Hombres;8
44 Teruel;44074 Cedrillas;Mujeres;7
44 Teruel;44075 Celadas;Ambos sexos;5
44 Teruel;44075 Celadas;Hombres;3
44 Teruel;44075 Celadas;Mujeres;2
44 Teruel;44076 Cella;Ambos sexos;125
44 Teruel;44076 Cella;Hombres;59
44 Teruel;44076 Cella;Mujeres;66
44 Teruel;44077 Cerollera, La;Ambos sexos;2
44 Teruel;44077 Cerollera, La;Hombres;1
44 Teruel;44077 Cerollera, La;Mujeres;1
44 Teruel;44080 Codoñera, La;Ambos sexos;49
44 Teruel;44080 Codoñera, La;Hombres;25
44 Teruel;44080 Codoñera, La;Mujeres;24
44 Teruel;44082 Corbalán;Ambos sexos;1
44 Teruel;44082 Corbalán;Hombres;1
44 Teruel;44082 Corbalán;Mujeres;0
44 Teruel;44084 Cortes de Aragón;Ambos sexos;5
44 Teruel;44084 Cortes de Aragón;Hombres;2
44 Teruel;44084 Cortes de Aragón;Mujeres;3
44 Teruel;44085 Cosa;Ambos sexos;1
44 Teruel;44085 Cosa;Hombres;0
44 Teruel;44085 Cosa;Mujeres;1
44 Teruel;44086 Cretas;Ambos sexos;24
44 Teruel;44086 Cretas;Hombres;13
44 Teruel;44086 Cretas;Mujeres;11
44 Teruel;44087 Crivillén;Ambos sexos;5
44 Teruel;44087 Crivillén;Hombres;2
44 Teruel;44087 Crivillén;Mujeres;3
44 Teruel;44088 Cuba, La;Ambos sexos;1
44 Teruel;44088 Cuba, La;Hombres;1
44 Teruel;44088 Cuba, La;Mujeres;0
44 Teruel;44092 Cuervo, El;Ambos sexos;18
44 Teruel;44092 Cuervo, El;Hombres;10
44 Teruel;44092 Cuervo, El;Mujeres;8
44 Teruel;44094 Cuevas Labradas;Ambos sexos;2
44 Teruel;44094 Cuevas Labradas;Hombres;2
44 Teruel;44094 Cuevas Labradas;Mujeres;0
44 Teruel;44096 Ejulve;Ambos sexos;9
44 Teruel;44096 Ejulve;Hombres;7
44 Teruel;44096 Ejulve;Mujeres;2
44 Teruel;44099 Escucha;Ambos sexos;46
44 Teruel;44099 Escucha;Hombres;28
44 Teruel;44099 Escucha;Mujeres;18
44 Teruel;44100 Estercuel;Ambos sexos;22
44 Teruel;44100 Estercuel;Hombres;11
44 Teruel;44100 Estercuel;Mujeres;11
44 Teruel;44101 Ferreruela de Huerva;Ambos sexos;4
44 Teruel;44101 Ferreruela de Huerva;Hombres;4
44 Teruel;44101 Ferreruela de Huerva;Mujeres;0
44 Teruel;44102 Fonfría;Ambos sexos;2
44 Teruel;44102 Fonfría;Hombres;1
44 Teruel;44102 Fonfría;Mujeres;1
44 Teruel;44103 Formiche Alto;Ambos sexos;8
44 Teruel;44103 Formiche Alto;Hombres;5
44 Teruel;44103 Formiche Alto;Mujeres;3
44 Teruel;44105 Fórnoles;Ambos sexos;2
44 Teruel;44105 Fórnoles;Hombres;0
44 Teruel;44105 Fórnoles;Mujeres;2
44 Teruel;44106 Fortanete;Ambos sexos;18
44 Teruel;44106 Fortanete;Hombres;11
44 Teruel;44106 Fortanete;Mujeres;7
44 Teruel;44107 Foz-Calanda;Ambos sexos;16
44 Teruel;44107 Foz-Calanda;Hombres;8
44 Teruel;44107 Foz-Calanda;Mujeres;8
44 Teruel;44108 Fresneda, La;Ambos sexos;55
44 Teruel;44108 Fresneda, La;Hombres;29
44 Teruel;44108 Fresneda, La;Mujeres;26
44 Teruel;44109 Frías de Albarracín;Ambos sexos;3
44 Teruel;44109 Frías de Albarracín;Hombres;2
44 Teruel;44109 Frías de Albarracín;Mujeres;1
44 Teruel;44110 Fuenferrada;Ambos sexos;3
44 Teruel;44110 Fuenferrada;Hombres;1
44 Teruel;44110 Fuenferrada;Mujeres;2
44 Teruel;44111 Fuentes Calientes;Ambos sexos;5
44 Teruel;44111 Fuentes Calientes;Hombres;2
44 Teruel;44111 Fuentes Calientes;Mujeres;3
44 Teruel;44112 Fuentes Claras;Ambos sexos;14
44 Teruel;44112 Fuentes Claras;Hombres;8
44 Teruel;44112 Fuentes Claras;Mujeres;6
44 Teruel;44113 Fuentes de Rubielos;Ambos sexos;12
44 Teruel;44113 Fuentes de Rubielos;Hombres;8
44 Teruel;44113 Fuentes de Rubielos;Mujeres;4
44 Teruel;44114 Fuentespalda;Ambos sexos;15
44 Teruel;44114 Fuentespalda;Hombres;7
44 Teruel;44114 Fuentespalda;Mujeres;8
44 Teruel;44115 Galve;Ambos sexos;4
44 Teruel;44115 Galve;Hombres;2
44 Teruel;44115 Galve;Mujeres;2
44 Teruel;44116 Gargallo;Ambos sexos;10
44 Teruel;44116 Gargallo;Hombres;5
44 Teruel;44116 Gargallo;Mujeres;5
44 Teruel;44117 Gea de Albarracín;Ambos sexos;17
44 Teruel;44117 Gea de Albarracín;Hombres;9
44 Teruel;44117 Gea de Albarracín;Mujeres;8
44 Teruel;44118 Ginebrosa, La;Ambos sexos;5
44 Teruel;44118 Ginebrosa, La;Hombres;2
44 Teruel;44118 Ginebrosa, La;Mujeres;3
44 Teruel;44119 Griegos;Ambos sexos;1
44 Teruel;44119 Griegos;Hombres;1
44 Teruel;44119 Griegos;Mujeres;0
44 Teruel;44120 Guadalaviar;Ambos sexos;1
44 Teruel;44120 Guadalaviar;Hombres;0
44 Teruel;44120 Guadalaviar;Mujeres;1
44 Teruel;44121 Gúdar;Ambos sexos;6
44 Teruel;44121 Gúdar;Hombres;3
44 Teruel;44121 Gúdar;Mujeres;3
44 Teruel;44122 Híjar;Ambos sexos;37
44 Teruel;44122 Híjar;Hombres;17
44 Teruel;44122 Híjar;Mujeres;20
44 Teruel;44123 Hinojosa de Jarque;Ambos sexos;2
44 Teruel;44123 Hinojosa de Jarque;Hombres;0
44 Teruel;44123 Hinojosa de Jarque;Mujeres;2
44 Teruel;44124 Hoz de la Vieja, La;Ambos sexos;17
44 Teruel;44124 Hoz de la Vieja, La;Hombres;4
44 Teruel;44124 Hoz de la Vieja, La;Mujeres;13
44 Teruel;44125 Huesa del Común;Ambos sexos;1
44 Teruel;44125 Huesa del Común;Hombres;0
44 Teruel;44125 Huesa del Común;Mujeres;1
44 Teruel;44126 Iglesuela del Cid, La;Ambos sexos;16
44 Teruel;44126 Iglesuela del Cid, La;Hombres;8
44 Teruel;44126 Iglesuela del Cid, La;Mujeres;8
44 Teruel;44127 Jabaloyas;Ambos sexos;4
44 Teruel;44127 Jabaloyas;Hombres;2
44 Teruel;44127 Jabaloyas;Mujeres;2
44 Teruel;44128 Jarque de la Val;Ambos sexos;2
44 Teruel;44128 Jarque de la Val;Hombres;0
44 Teruel;44128 Jarque de la Val;Mujeres;2
44 Teruel;44129 Jatiel;Ambos sexos;1
44 Teruel;44129 Jatiel;Hombres;1
44 Teruel;44129 Jatiel;Mujeres;0
44 Teruel;44130 Jorcas;Ambos sexos;10
44 Teruel;44130 Jorcas;Hombres;5
44 Teruel;44130 Jorcas;Mujeres;5
44 Teruel;44131 Josa;Ambos sexos;6
44 Teruel;44131 Josa;Hombres;1
44 Teruel;44131 Josa;Mujeres;5
44 Teruel;44132 Lagueruela;Ambos sexos;1
44 Teruel;44132 Lagueruela;Hombres;1
44 Teruel;44132 Lagueruela;Mujeres;0
44 Teruel;44133 Lanzuela;Ambos sexos;1
44 Teruel;44133 Lanzuela;Hombres;1
44 Teruel;44133 Lanzuela;Mujeres;0
44 Teruel;44135 Libros;Ambos sexos;24
44 Teruel;44135 Libros;Hombres;15
44 Teruel;44135 Libros;Mujeres;9
44 Teruel;44136 Lidón;Ambos sexos;5
44 Teruel;44136 Lidón;Hombres;2
44 Teruel;44136 Lidón;Mujeres;3
44 Teruel;44138 Loscos;Ambos sexos;4
44 Teruel;44138 Loscos;Hombres;3
44 Teruel;44138 Loscos;Mujeres;1
44 Teruel;44141 Lledó;Ambos sexos;5
44 Teruel;44141 Lledó;Hombres;3
44 Teruel;44141 Lledó;Mujeres;2
44 Teruel;44142 Maicas;Ambos sexos;3
44 Teruel;44142 Maicas;Hombres;2
44 Teruel;44142 Maicas;Mujeres;1
44 Teruel;44143 Manzanera;Ambos sexos;17
44 Teruel;44143 Manzanera;Hombres;7
44 Teruel;44143 Manzanera;Mujeres;10
44 Teruel;44144 Martín del Río;Ambos sexos;16
44 Teruel;44144 Martín del Río;Hombres;6
44 Teruel;44144 Martín del Río;Mujeres;10
44 Teruel;44145 Mas de las Matas;Ambos sexos;95
44 Teruel;44145 Mas de las Matas;Hombres;43
44 Teruel;44145 Mas de las Matas;Mujeres;52
44 Teruel;44146 Mata de los Olmos, La;Ambos sexos;15
44 Teruel;44146 Mata de los Olmos, La;Hombres;4
44 Teruel;44146 Mata de los Olmos, La;Mujeres;11
44 Teruel;44147 Mazaleón;Ambos sexos;14
44 Teruel;44147 Mazaleón;Hombres;7
44 Teruel;44147 Mazaleón;Mujeres;7
44 Teruel;44148 Mezquita de Jarque;Ambos sexos;3
44 Teruel;44148 Mezquita de Jarque;Hombres;3
44 Teruel;44148 Mezquita de Jarque;Mujeres;0
44 Teruel;44149 Mirambel;Ambos sexos;14
44 Teruel;44149 Mirambel;Hombres;6
44 Teruel;44149 Mirambel;Mujeres;8
44 Teruel;44150 Miravete de la Sierra;Ambos sexos;6
44 Teruel;44150 Miravete de la Sierra;Hombres;4
44 Teruel;44150 Miravete de la Sierra;Mujeres;2
44 Teruel;44151 Molinos;Ambos sexos;13
44 Teruel;44151 Molinos;Hombres;7
44 Teruel;44151 Molinos;Mujeres;6
44 Teruel;44152 Monforte de Moyuela;Ambos sexos;3
44 Teruel;44152 Monforte de Moyuela;Hombres;3
44 Teruel;44152 Monforte de Moyuela;Mujeres;0
44 Teruel;44153 Monreal del Campo;Ambos sexos;59
44 Teruel;44153 Monreal del Campo;Hombres;25
44 Teruel;44153 Monreal del Campo;Mujeres;34
44 Teruel;44154 Monroyo;Ambos sexos;5
44 Teruel;44154 Monroyo;Hombres;3
44 Teruel;44154 Monroyo;Mujeres;2
44 Teruel;44155 Montalbán;Ambos sexos;86
44 Teruel;44155 Montalbán;Hombres;45
44 Teruel;44155 Montalbán;Mujeres;41
44 Teruel;44156 Monteagudo del Castillo;Ambos sexos;4
44 Teruel;44156 Monteagudo del Castillo;Hombres;4
44 Teruel;44156 Monteagudo del Castillo;Mujeres;0
44 Teruel;44157 Monterde de Albarracín;Ambos sexos;1
44 Teruel;44157 Monterde de Albarracín;Hombres;1
44 Teruel;44157 Monterde de Albarracín;Mujeres;0
44 Teruel;44158 Mora de Rubielos;Ambos sexos;35
44 Teruel;44158 Mora de Rubielos;Hombres;16
44 Teruel;44158 Mora de Rubielos;Mujeres;19
44 Teruel;44159 Moscardón;Ambos sexos;16
44 Teruel;44159 Moscardón;Hombres;10
44 Teruel;44159 Moscardón;Mujeres;6
44 Teruel;44160 Mosqueruela;Ambos sexos;23
44 Teruel;44160 Mosqueruela;Hombres;12
44 Teruel;44160 Mosqueruela;Mujeres;11
44 Teruel;44161 Muniesa;Ambos sexos;28
44 Teruel;44161 Muniesa;Hombres;15
44 Teruel;44161 Muniesa;Mujeres;13
44 Teruel;44163 Noguera de Albarracín;Ambos sexos;5
44 Teruel;44163 Noguera de Albarracín;Hombres;2
44 Teruel;44163 Noguera de Albarracín;Mujeres;3
44 Teruel;44165 Nogueruelas;Ambos sexos;4
44 Teruel;44165 Nogueruelas;Hombres;1
44 Teruel;44165 Nogueruelas;Mujeres;3
44 Teruel;44167 Obón;Ambos sexos;7
44 Teruel;44167 Obón;Hombres;3
44 Teruel;44167 Obón;Mujeres;4
44 Teruel;44168 Odón;Ambos sexos;6
44 Teruel;44168 Odón;Hombres;2
44 Teruel;44168 Odón;Mujeres;4
44 Teruel;44169 Ojos Negros;Ambos sexos;18
44 Teruel;44169 Ojos Negros;Hombres;11
44 Teruel;44169 Ojos Negros;Mujeres;7
44 Teruel;44171 Olba;Ambos sexos;19
44 Teruel;44171 Olba;Hombres;10
44 Teruel;44171 Olba;Mujeres;9
44 Teruel;44172 Oliete;Ambos sexos;35
44 Teruel;44172 Oliete;Hombres;16
44 Teruel;44172 Oliete;Mujeres;19
44 Teruel;44173 Olmos, Los;Ambos sexos;3
44 Teruel;44173 Olmos, Los;Hombres;2
44 Teruel;44173 Olmos, Los;Mujeres;1
44 Teruel;44174 Orihuela del Tremedal;Ambos sexos;4
44 Teruel;44174 Orihuela del Tremedal;Hombres;1
44 Teruel;44174 Orihuela del Tremedal;Mujeres;3
44 Teruel;44175 Orrios;Ambos sexos;1
44 Teruel;44175 Orrios;Hombres;1
44 Teruel;44175 Orrios;Mujeres;0
44 Teruel;44176 Palomar de Arroyos;Ambos sexos;13
44 Teruel;44176 Palomar de Arroyos;Hombres;4
44 Teruel;44176 Palomar de Arroyos;Mujeres;9
44 Teruel;44177 Pancrudo;Ambos sexos;8
44 Teruel;44177 Pancrudo;Hombres;3
44 Teruel;44177 Pancrudo;Mujeres;5
44 Teruel;44178 Parras de Castellote, Las;Ambos sexos;21
44 Teruel;44178 Parras de Castellote, Las;Hombres;13
44 Teruel;44178 Parras de Castellote, Las;Mujeres;8
44 Teruel;44179 Peñarroya de Tastavins;Ambos sexos;17
44 Teruel;44179 Peñarroya de Tastavins;Hombres;7
44 Teruel;44179 Peñarroya de Tastavins;Mujeres;10
44 Teruel;44182 Perales del Alfambra;Ambos sexos;4
44 Teruel;44182 Perales del Alfambra;Hombres;1
44 Teruel;44182 Perales del Alfambra;Mujeres;3
44 Teruel;44183 Pitarque;Ambos sexos;5
44 Teruel;44183 Pitarque;Hombres;2
44 Teruel;44183 Pitarque;Mujeres;3
44 Teruel;44184 Plou;Ambos sexos;1
44 Teruel;44184 Plou;Hombres;1
44 Teruel;44184 Plou;Mujeres;0
44 Teruel;44185 Pobo, El;Ambos sexos;6
44 Teruel;44185 Pobo, El;Hombres;3
44 Teruel;44185 Pobo, El;Mujeres;3
44 Teruel;44187 Portellada, La;Ambos sexos;11
44 Teruel;44187 Portellada, La;Hombres;3
44 Teruel;44187 Portellada, La;Mujeres;8
44 Teruel;44190 Pozuel del Campo;Ambos sexos;6
44 Teruel;44190 Pozuel del Campo;Hombres;2
44 Teruel;44190 Pozuel del Campo;Mujeres;4
44 Teruel;44191 Puebla de Híjar, La;Ambos sexos;51
44 Teruel;44191 Puebla de Híjar, La;Hombres;24
44 Teruel;44191 Puebla de Híjar, La;Mujeres;27
44 Teruel;44192 Puebla de Valverde, La;Ambos sexos;35
44 Teruel;44192 Puebla de Valverde, La;Hombres;20
44 Teruel;44192 Puebla de Valverde, La;Mujeres;15
44 Teruel;44193 Puertomingalvo;Ambos sexos;7
44 Teruel;44193 Puertomingalvo;Hombres;5
44 Teruel;44193 Puertomingalvo;Mujeres;2
44 Teruel;44194 Ráfales;Ambos sexos;10
44 Teruel;44194 Ráfales;Hombres;4
44 Teruel;44194 Ráfales;Mujeres;6
44 Teruel;44195 Rillo;Ambos sexos;7
44 Teruel;44195 Rillo;Hombres;4
44 Teruel;44195 Rillo;Mujeres;3
44 Teruel;44196 Riodeva;Ambos sexos;7
44 Teruel;44196 Riodeva;Hombres;1
44 Teruel;44196 Riodeva;Mujeres;6
44 Teruel;44198 Royuela;Ambos sexos;7
44 Teruel;44198 Royuela;Hombres;6
44 Teruel;44198 Royuela;Mujeres;1
44 Teruel;44201 Rubielos de Mora;Ambos sexos;14
44 Teruel;44201 Rubielos de Mora;Hombres;6
