provincia;municipio;sexo;total
15 Coruña, A;15041 Laracha, A;Mujeres;1.315
15 Coruña, A;15042 Lousame;Ambos sexos;1.087
15 Coruña, A;15042 Lousame;Hombres;513
15 Coruña, A;15042 Lousame;Mujeres;574
15 Coruña, A;15043 Malpica de Bergantiños;Ambos sexos;1.694
15 Coruña, A;15043 Malpica de Bergantiños;Hombres;818
15 Coruña, A;15043 Malpica de Bergantiños;Mujeres;876
15 Coruña, A;15044 Mañón;Ambos sexos;487
15 Coruña, A;15044 Mañón;Hombres;223
15 Coruña, A;15044 Mañón;Mujeres;264
15 Coruña, A;15045 Mazaricos;Ambos sexos;2.051
15 Coruña, A;15045 Mazaricos;Hombres;1.047
15 Coruña, A;15045 Mazaricos;Mujeres;1.004
15 Coruña, A;15046 Melide;Ambos sexos;1.266
15 Coruña, A;15046 Melide;Hombres;610
15 Coruña, A;15046 Melide;Mujeres;656
15 Coruña, A;15047 Mesía;Ambos sexos;677
15 Coruña, A;15047 Mesía;Hombres;329
15 Coruña, A;15047 Mesía;Mujeres;348
15 Coruña, A;15048 Miño;Ambos sexos;654
15 Coruña, A;15048 Miño;Hombres;321
15 Coruña, A;15048 Miño;Mujeres;333
15 Coruña, A;15049 Moeche;Ambos sexos;341
15 Coruña, A;15049 Moeche;Hombres;166
15 Coruña, A;15049 Moeche;Mujeres;175
15 Coruña, A;15050 Monfero;Ambos sexos;569
15 Coruña, A;15050 Monfero;Hombres;265
15 Coruña, A;15050 Monfero;Mujeres;304
15 Coruña, A;15051 Mugardos;Ambos sexos;709
15 Coruña, A;15051 Mugardos;Hombres;326
15 Coruña, A;15051 Mugardos;Mujeres;383
15 Coruña, A;15052 Muxía;Ambos sexos;2.638
15 Coruña, A;15052 Muxía;Hombres;1.273
15 Coruña, A;15052 Muxía;Mujeres;1.365
15 Coruña, A;15053 Muros;Ambos sexos;2.061
15 Coruña, A;15053 Muros;Hombres;1.071
15 Coruña, A;15053 Muros;Mujeres;990
15 Coruña, A;15054 Narón;Ambos sexos;1.026
15 Coruña, A;15054 Narón;Hombres;503
15 Coruña, A;15054 Narón;Mujeres;523
15 Coruña, A;15055 Neda;Ambos sexos;470
15 Coruña, A;15055 Neda;Hombres;218
15 Coruña, A;15055 Neda;Mujeres;252
15 Coruña, A;15056 Negreira;Ambos sexos;1.941
15 Coruña, A;15056 Negreira;Hombres;966
15 Coruña, A;15056 Negreira;Mujeres;975
15 Coruña, A;15057 Noia;Ambos sexos;2.465
15 Coruña, A;15057 Noia;Hombres;1.209
15 Coruña, A;15057 Noia;Mujeres;1.256
15 Coruña, A;15058 Oleiros;Ambos sexos;2.651
15 Coruña, A;15058 Oleiros;Hombres;1.317
15 Coruña, A;15058 Oleiros;Mujeres;1.334
15 Coruña, A;15059 Ordes;Ambos sexos;2.548
15 Coruña, A;15059 Ordes;Hombres;1.193
15 Coruña, A;15059 Ordes;Mujeres;1.355
15 Coruña, A;15060 Oroso;Ambos sexos;687
15 Coruña, A;15060 Oroso;Hombres;323
15 Coruña, A;15060 Oroso;Mujeres;364
15 Coruña, A;15061 Ortigueira;Ambos sexos;3.002
15 Coruña, A;15061 Ortigueira;Hombres;1.426
15 Coruña, A;15061 Ortigueira;Mujeres;1.576
15 Coruña, A;15062 Outes;Ambos sexos;2.458
15 Coruña, A;15062 Outes;Hombres;1.222
15 Coruña, A;15062 Outes;Mujeres;1.236
15 Coruña, A;15064 Paderne;Ambos sexos;463
15 Coruña, A;15064 Paderne;Hombres;238
15 Coruña, A;15064 Paderne;Mujeres;225
15 Coruña, A;15065 Padrón;Ambos sexos;1.751
15 Coruña, A;15065 Padrón;Hombres;821
15 Coruña, A;15065 Padrón;Mujeres;930
15 Coruña, A;15066 Pino, O;Ambos sexos;867
15 Coruña, A;15066 Pino, O;Hombres;400
15 Coruña, A;15066 Pino, O;Mujeres;467
15 Coruña, A;15067 Pobra do Caramiñal, A;Ambos sexos;775
15 Coruña, A;15067 Pobra do Caramiñal, A;Hombres;369
15 Coruña, A;15067 Pobra do Caramiñal, A;Mujeres;406
15 Coruña, A;15068 Ponteceso;Ambos sexos;2.154
15 Coruña, A;15068 Ponteceso;Hombres;992
15 Coruña, A;15068 Ponteceso;Mujeres;1.162
15 Coruña, A;15069 Pontedeume;Ambos sexos;961
15 Coruña, A;15069 Pontedeume;Hombres;472
15 Coruña, A;15069 Pontedeume;Mujeres;489
15 Coruña, A;15070 Pontes de García Rodríguez, As;Ambos sexos;388
15 Coruña, A;15070 Pontes de García Rodríguez, As;Hombres;208
15 Coruña, A;15070 Pontes de García Rodríguez, As;Mujeres;180
15 Coruña, A;15071 Porto do Son;Ambos sexos;1.730
15 Coruña, A;15071 Porto do Son;Hombres;884
15 Coruña, A;15071 Porto do Son;Mujeres;846
15 Coruña, A;15072 Rianxo;Ambos sexos;2.095
15 Coruña, A;15072 Rianxo;Hombres;1.017
15 Coruña, A;15072 Rianxo;Mujeres;1.078
15 Coruña, A;15073 Ribeira;Ambos sexos;2.606
15 Coruña, A;15073 Ribeira;Hombres;1.305
15 Coruña, A;15073 Ribeira;Mujeres;1.301
15 Coruña, A;15074 Rois;Ambos sexos;1.223
15 Coruña, A;15074 Rois;Hombres;587
15 Coruña, A;15074 Rois;Mujeres;636
15 Coruña, A;15075 Sada;Ambos sexos;2.131
15 Coruña, A;15075 Sada;Hombres;1.050
15 Coruña, A;15075 Sada;Mujeres;1.081
15 Coruña, A;15076 San Sadurniño;Ambos sexos;500
15 Coruña, A;15076 San Sadurniño;Hombres;247
15 Coruña, A;15076 San Sadurniño;Mujeres;253
15 Coruña, A;15077 Santa Comba;Ambos sexos;4.728
15 Coruña, A;15077 Santa Comba;Hombres;2.404
15 Coruña, A;15077 Santa Comba;Mujeres;2.324
15 Coruña, A;15078 Santiago de Compostela;Ambos sexos;13.380
15 Coruña, A;15078 Santiago de Compostela;Hombres;6.427
15 Coruña, A;15078 Santiago de Compostela;Mujeres;6.953
15 Coruña, A;15079 Santiso;Ambos sexos;952
15 Coruña, A;15079 Santiso;Hombres;452
15 Coruña, A;15079 Santiso;Mujeres;500
15 Coruña, A;15080 Sobrado;Ambos sexos;806
15 Coruña, A;15080 Sobrado;Hombres;387
15 Coruña, A;15080 Sobrado;Mujeres;419
15 Coruña, A;15081 Somozas, As;Ambos sexos;305
15 Coruña, A;15081 Somozas, As;Hombres;158
15 Coruña, A;15081 Somozas, As;Mujeres;147
15 Coruña, A;15082 Teo;Ambos sexos;1.802
15 Coruña, A;15082 Teo;Hombres;887
15 Coruña, A;15082 Teo;Mujeres;915
15 Coruña, A;15083 Toques;Ambos sexos;300
15 Coruña, A;15083 Toques;Hombres;136
15 Coruña, A;15083 Toques;Mujeres;164
15 Coruña, A;15084 Tordoia;Ambos sexos;1.336
15 Coruña, A;15084 Tordoia;Hombres;662
15 Coruña, A;15084 Tordoia;Mujeres;674
15 Coruña, A;15085 Touro;Ambos sexos;889
15 Coruña, A;15085 Touro;Hombres;432
15 Coruña, A;15085 Touro;Mujeres;457
15 Coruña, A;15086 Trazo;Ambos sexos;1.295
15 Coruña, A;15086 Trazo;Hombres;634
15 Coruña, A;15086 Trazo;Mujeres;661
15 Coruña, A;15087 Valdoviño;Ambos sexos;488
15 Coruña, A;15087 Valdoviño;Hombres;225
15 Coruña, A;15087 Valdoviño;Mujeres;263
15 Coruña, A;15088 Val do Dubra;Ambos sexos;2.737
15 Coruña, A;15088 Val do Dubra;Hombres;1.391
15 Coruña, A;15088 Val do Dubra;Mujeres;1.346
15 Coruña, A;15089 Vedra;Ambos sexos;1.289
15 Coruña, A;15089 Vedra;Hombres;575
15 Coruña, A;15089 Vedra;Mujeres;714
15 Coruña, A;15090 Vilasantar;Ambos sexos;267
15 Coruña, A;15090 Vilasantar;Hombres;129
15 Coruña, A;15090 Vilasantar;Mujeres;138
15 Coruña, A;15091 Vilarmaior;Ambos sexos;303
15 Coruña, A;15091 Vilarmaior;Hombres;153
15 Coruña, A;15091 Vilarmaior;Mujeres;150
15 Coruña, A;15092 Vimianzo;Ambos sexos;4.586
15 Coruña, A;15092 Vimianzo;Hombres;2.196
15 Coruña, A;15092 Vimianzo;Mujeres;2.390
15 Coruña, A;15093 Zas;Ambos sexos;2.345
15 Coruña, A;15093 Zas;Hombres;1.144
15 Coruña, A;15093 Zas;Mujeres;1.201
15 Coruña, A;15901 Cariño;Ambos sexos;358
15 Coruña, A;15901 Cariño;Hombres;178
15 Coruña, A;15901 Cariño;Mujeres;180
15 Coruña, A;15902 Oza-Cesuras;Ambos sexos;1.178
15 Coruña, A;15902 Oza-Cesuras;Hombres;539
15 Coruña, A;15902 Oza-Cesuras;Mujeres;639
16 Cuenca;N/A;Ambos sexos;3.848
16 Cuenca;N/A;Hombres;1.901
16 Cuenca;N/A;Mujeres;1.947
16 Cuenca;16001 Abia de la Obispalía;Ambos sexos;4
16 Cuenca;16001 Abia de la Obispalía;Hombres;2
16 Cuenca;16001 Abia de la Obispalía;Mujeres;2
16 Cuenca;16003 Alarcón;Ambos sexos;13
16 Cuenca;16003 Alarcón;Hombres;8
16 Cuenca;16003 Alarcón;Mujeres;5
16 Cuenca;16004 Albaladejo del Cuende;Ambos sexos;29
16 Cuenca;16004 Albaladejo del Cuende;Hombres;17
16 Cuenca;16004 Albaladejo del Cuende;Mujeres;12
16 Cuenca;16005 Albalate de las Nogueras;Ambos sexos;6
16 Cuenca;16005 Albalate de las Nogueras;Hombres;1
16 Cuenca;16005 Albalate de las Nogueras;Mujeres;5
16 Cuenca;16007 Alberca de Záncara, La;Ambos sexos;13
16 Cuenca;16007 Alberca de Záncara, La;Hombres;2
16 Cuenca;16007 Alberca de Záncara, La;Mujeres;11
16 Cuenca;16009 Alcantud;Ambos sexos;6
16 Cuenca;16009 Alcantud;Hombres;4
16 Cuenca;16009 Alcantud;Mujeres;2
16 Cuenca;16010 Alcázar del Rey;Ambos sexos;5
16 Cuenca;16010 Alcázar del Rey;Hombres;1
16 Cuenca;16010 Alcázar del Rey;Mujeres;4
16 Cuenca;16011 Alcohujate;Ambos sexos;3
16 Cuenca;16011 Alcohujate;Hombres;3
16 Cuenca;16011 Alcohujate;Mujeres;0
16 Cuenca;16012 Alconchel de la Estrella;Ambos sexos;4
16 Cuenca;16012 Alconchel de la Estrella;Hombres;1
16 Cuenca;16012 Alconchel de la Estrella;Mujeres;3
16 Cuenca;16013 Algarra;Ambos sexos;2
16 Cuenca;16013 Algarra;Hombres;1
16 Cuenca;16013 Algarra;Mujeres;1
16 Cuenca;16014 Aliaguilla;Ambos sexos;3
16 Cuenca;16014 Aliaguilla;Hombres;1
16 Cuenca;16014 Aliaguilla;Mujeres;2
16 Cuenca;16015 Almarcha, La;Ambos sexos;6
16 Cuenca;16015 Almarcha, La;Hombres;4
16 Cuenca;16015 Almarcha, La;Mujeres;2
16 Cuenca;16016 Almendros;Ambos sexos;10
16 Cuenca;16016 Almendros;Hombres;5
16 Cuenca;16016 Almendros;Mujeres;5
16 Cuenca;16017 Almodóvar del Pinar;Ambos sexos;7
16 Cuenca;16017 Almodóvar del Pinar;Hombres;4
16 Cuenca;16017 Almodóvar del Pinar;Mujeres;3
16 Cuenca;16018 Almonacid del Marquesado;Ambos sexos;7
16 Cuenca;16018 Almonacid del Marquesado;Hombres;3
16 Cuenca;16018 Almonacid del Marquesado;Mujeres;4
16 Cuenca;16019 Altarejos;Ambos sexos;4
16 Cuenca;16019 Altarejos;Hombres;1
16 Cuenca;16019 Altarejos;Mujeres;3
16 Cuenca;16022 Arcos de la Sierra;Ambos sexos;5
16 Cuenca;16022 Arcos de la Sierra;Hombres;3
16 Cuenca;16022 Arcos de la Sierra;Mujeres;2
16 Cuenca;16023 Chillarón de Cuenca;Ambos sexos;1
16 Cuenca;16023 Chillarón de Cuenca;Hombres;1
16 Cuenca;16023 Chillarón de Cuenca;Mujeres;0
16 Cuenca;16024 Arguisuelas;Ambos sexos;3
16 Cuenca;16024 Arguisuelas;Hombres;1
16 Cuenca;16024 Arguisuelas;Mujeres;2
16 Cuenca;16026 Atalaya del Cañavate;Ambos sexos;4
16 Cuenca;16026 Atalaya del Cañavate;Hombres;4
16 Cuenca;16026 Atalaya del Cañavate;Mujeres;0
16 Cuenca;16027 Barajas de Melo;Ambos sexos;21
16 Cuenca;16027 Barajas de Melo;Hombres;9
16 Cuenca;16027 Barajas de Melo;Mujeres;12
16 Cuenca;16029 Barchín del Hoyo;Ambos sexos;2
16 Cuenca;16029 Barchín del Hoyo;Hombres;1
16 Cuenca;16029 Barchín del Hoyo;Mujeres;1
16 Cuenca;16030 Bascuñana de San Pedro;Ambos sexos;4
16 Cuenca;16030 Bascuñana de San Pedro;Hombres;3
16 Cuenca;16030 Bascuñana de San Pedro;Mujeres;1
16 Cuenca;16031 Beamud;Ambos sexos;4
16 Cuenca;16031 Beamud;Hombres;0
16 Cuenca;16031 Beamud;Mujeres;4
16 Cuenca;16032 Belinchón;Ambos sexos;16
16 Cuenca;16032 Belinchón;Hombres;9
16 Cuenca;16032 Belinchón;Mujeres;7
16 Cuenca;16033 Belmonte;Ambos sexos;29
16 Cuenca;16033 Belmonte;Hombres;14
16 Cuenca;16033 Belmonte;Mujeres;15
16 Cuenca;16035 Beteta;Ambos sexos;7
16 Cuenca;16035 Beteta;Hombres;2
16 Cuenca;16035 Beteta;Mujeres;5
16 Cuenca;16036 Boniches;Ambos sexos;6
16 Cuenca;16036 Boniches;Hombres;5
16 Cuenca;16036 Boniches;Mujeres;1
16 Cuenca;16038 Buciegas;Ambos sexos;1
16 Cuenca;16038 Buciegas;Hombres;0
16 Cuenca;16038 Buciegas;Mujeres;1
16 Cuenca;16039 Buenache de Alarcón;Ambos sexos;17
16 Cuenca;16039 Buenache de Alarcón;Hombres;10
16 Cuenca;16039 Buenache de Alarcón;Mujeres;7
16 Cuenca;16041 Buendía;Ambos sexos;17
16 Cuenca;16041 Buendía;Hombres;10
16 Cuenca;16041 Buendía;Mujeres;7
16 Cuenca;16042 Campillo de Altobuey;Ambos sexos;38
16 Cuenca;16042 Campillo de Altobuey;Hombres;18
16 Cuenca;16042 Campillo de Altobuey;Mujeres;20
16 Cuenca;16045 Canalejas del Arroyo;Ambos sexos;13
16 Cuenca;16045 Canalejas del Arroyo;Hombres;8
16 Cuenca;16045 Canalejas del Arroyo;Mujeres;5
16 Cuenca;16046 Cañada del Hoyo;Ambos sexos;7
16 Cuenca;16046 Cañada del Hoyo;Hombres;6
16 Cuenca;16046 Cañada del Hoyo;Mujeres;1
16 Cuenca;16047 Cañada Juncosa;Ambos sexos;5
16 Cuenca;16047 Cañada Juncosa;Hombres;4
16 Cuenca;16047 Cañada Juncosa;Mujeres;1
16 Cuenca;16048 Cañamares;Ambos sexos;21
16 Cuenca;16048 Cañamares;Hombres;13
16 Cuenca;16048 Cañamares;Mujeres;8
16 Cuenca;16049 Cañavate, El;Ambos sexos;6
16 Cuenca;16049 Cañavate, El;Hombres;2
16 Cuenca;16049 Cañavate, El;Mujeres;4
16 Cuenca;16050 Cañaveras;Ambos sexos;12
16 Cuenca;16050 Cañaveras;Hombres;5
16 Cuenca;16050 Cañaveras;Mujeres;7
16 Cuenca;16051 Cañaveruelas;Ambos sexos;21
16 Cuenca;16051 Cañaveruelas;Hombres;8
16 Cuenca;16051 Cañaveruelas;Mujeres;13
16 Cuenca;16052 Cañete;Ambos sexos;9
16 Cuenca;16052 Cañete;Hombres;1
16 Cuenca;16052 Cañete;Mujeres;8
16 Cuenca;16053 Cañizares;Ambos sexos;11
16 Cuenca;16053 Cañizares;Hombres;5
16 Cuenca;16053 Cañizares;Mujeres;6
16 Cuenca;16055 Carboneras de Guadazaón;Ambos sexos;23
16 Cuenca;16055 Carboneras de Guadazaón;Hombres;14
16 Cuenca;16055 Carboneras de Guadazaón;Mujeres;9
16 Cuenca;16056 Cardenete;Ambos sexos;44
16 Cuenca;16056 Cardenete;Hombres;28
16 Cuenca;16056 Cardenete;Mujeres;16
16 Cuenca;16057 Carrascosa;Ambos sexos;3
16 Cuenca;16057 Carrascosa;Hombres;0
16 Cuenca;16057 Carrascosa;Mujeres;3
16 Cuenca;16058 Carrascosa de Haro;Ambos sexos;7
16 Cuenca;16058 Carrascosa de Haro;Hombres;4
16 Cuenca;16058 Carrascosa de Haro;Mujeres;3
16 Cuenca;16060 Casas de Benítez;Ambos sexos;21
16 Cuenca;16060 Casas de Benítez;Hombres;11
16 Cuenca;16060 Casas de Benítez;Mujeres;10
16 Cuenca;16061 Casas de Fernando Alonso;Ambos sexos;14
16 Cuenca;16061 Casas de Fernando Alonso;Hombres;5
16 Cuenca;16061 Casas de Fernando Alonso;Mujeres;9
16 Cuenca;16062 Casas de Garcimolina;Ambos sexos;8
16 Cuenca;16062 Casas de Garcimolina;Hombres;6
16 Cuenca;16062 Casas de Garcimolina;Mujeres;2
16 Cuenca;16063 Casas de Guijarro;Ambos sexos;3
16 Cuenca;16063 Casas de Guijarro;Hombres;2
16 Cuenca;16063 Casas de Guijarro;Mujeres;1
16 Cuenca;16064 Casas de Haro;Ambos sexos;8
16 Cuenca;16064 Casas de Haro;Hombres;5
16 Cuenca;16064 Casas de Haro;Mujeres;3
16 Cuenca;16065 Casas de los Pinos;Ambos sexos;7
16 Cuenca;16065 Casas de los Pinos;Hombres;6
16 Cuenca;16065 Casas de los Pinos;Mujeres;1
16 Cuenca;16066 Casasimarro;Ambos sexos;27
16 Cuenca;16066 Casasimarro;Hombres;15
16 Cuenca;16066 Casasimarro;Mujeres;12
16 Cuenca;16067 Castejón;Ambos sexos;12
16 Cuenca;16067 Castejón;Hombres;9
16 Cuenca;16067 Castejón;Mujeres;3
16 Cuenca;16068 Castillejo de Iniesta;Ambos sexos;2
16 Cuenca;16068 Castillejo de Iniesta;Hombres;1
16 Cuenca;16068 Castillejo de Iniesta;Mujeres;1
16 Cuenca;16070 Castillejo-Sierra;Ambos sexos;3
16 Cuenca;16070 Castillejo-Sierra;Hombres;2
16 Cuenca;16070 Castillejo-Sierra;Mujeres;1
16 Cuenca;16071 Castillo-Albaráñez;Ambos sexos;2
16 Cuenca;16071 Castillo-Albaráñez;Hombres;0
16 Cuenca;16071 Castillo-Albaráñez;Mujeres;2
16 Cuenca;16072 Castillo de Garcimuñoz;Ambos sexos;4
16 Cuenca;16072 Castillo de Garcimuñoz;Hombres;3
16 Cuenca;16072 Castillo de Garcimuñoz;Mujeres;1
16 Cuenca;16073 Cervera del Llano;Ambos sexos;8
16 Cuenca;16073 Cervera del Llano;Hombres;3
16 Cuenca;16073 Cervera del Llano;Mujeres;5
16 Cuenca;16078 Cuenca;Ambos sexos;1.297
16 Cuenca;16078 Cuenca;Hombres;679
16 Cuenca;16078 Cuenca;Mujeres;618
16 Cuenca;16081 Chumillas;Ambos sexos;2
16 Cuenca;16081 Chumillas;Hombres;2
16 Cuenca;16081 Chumillas;Mujeres;0
16 Cuenca;16082 Enguídanos;Ambos sexos;18
16 Cuenca;16082 Enguídanos;Hombres;10
16 Cuenca;16082 Enguídanos;Mujeres;8
16 Cuenca;16083 Fresneda de Altarejos;Ambos sexos;2
16 Cuenca;16083 Fresneda de Altarejos;Hombres;2
16 Cuenca;16083 Fresneda de Altarejos;Mujeres;0
16 Cuenca;16085 Frontera, La;Ambos sexos;3
16 Cuenca;16085 Frontera, La;Hombres;1
16 Cuenca;16085 Frontera, La;Mujeres;2
16 Cuenca;16086 Fuente de Pedro Naharro;Ambos sexos;3
16 Cuenca;16086 Fuente de Pedro Naharro;Hombres;1
16 Cuenca;16086 Fuente de Pedro Naharro;Mujeres;2
16 Cuenca;16088 Fuentelespino de Moya;Ambos sexos;2
16 Cuenca;16088 Fuentelespino de Moya;Hombres;0
16 Cuenca;16088 Fuentelespino de Moya;Mujeres;2
16 Cuenca;16089 Fuentes;Ambos sexos;6
16 Cuenca;16089 Fuentes;Hombres;4
16 Cuenca;16089 Fuentes;Mujeres;2
16 Cuenca;16091 Fuertescusa;Ambos sexos;1
16 Cuenca;16091 Fuertescusa;Hombres;1
16 Cuenca;16091 Fuertescusa;Mujeres;0
16 Cuenca;16092 Gabaldón;Ambos sexos;4
16 Cuenca;16092 Gabaldón;Hombres;4
16 Cuenca;16092 Gabaldón;Mujeres;0
16 Cuenca;16093 Garaballa;Ambos sexos;3
16 Cuenca;16093 Garaballa;Hombres;0
16 Cuenca;16093 Garaballa;Mujeres;3
16 Cuenca;16094 Gascueña;Ambos sexos;9
16 Cuenca;16094 Gascueña;Hombres;5
16 Cuenca;16094 Gascueña;Mujeres;4
16 Cuenca;16095 Graja de Campalbo;Ambos sexos;1
16 Cuenca;16095 Graja de Campalbo;Hombres;0
16 Cuenca;16095 Graja de Campalbo;Mujeres;1
16 Cuenca;16096 Graja de Iniesta;Ambos sexos;4
16 Cuenca;16096 Graja de Iniesta;Hombres;2
16 Cuenca;16096 Graja de Iniesta;Mujeres;2
16 Cuenca;16097 Henarejos;Ambos sexos;12
16 Cuenca;16097 Henarejos;Hombres;3
16 Cuenca;16097 Henarejos;Mujeres;9
16 Cuenca;16099 Hinojosa, La;Ambos sexos;2
16 Cuenca;16099 Hinojosa, La;Hombres;1
16 Cuenca;16099 Hinojosa, La;Mujeres;1
16 Cuenca;16100 Hinojosos, Los;Ambos sexos;4
16 Cuenca;16100 Hinojosos, Los;Hombres;2
16 Cuenca;16100 Hinojosos, Los;Mujeres;2
16 Cuenca;16101 Hito, El;Ambos sexos;2
16 Cuenca;16101 Hito, El;Hombres;1
16 Cuenca;16101 Hito, El;Mujeres;1
16 Cuenca;16102 Honrubia;Ambos sexos;8
16 Cuenca;16102 Honrubia;Hombres;5
16 Cuenca;16102 Honrubia;Mujeres;3
16 Cuenca;16103 Hontanaya;Ambos sexos;6
16 Cuenca;16103 Hontanaya;Hombres;4
16 Cuenca;16103 Hontanaya;Mujeres;2
16 Cuenca;16104 Hontecillas;Ambos sexos;1
16 Cuenca;16104 Hontecillas;Hombres;1
16 Cuenca;16104 Hontecillas;Mujeres;0
16 Cuenca;16106 Horcajo de Santiago;Ambos sexos;17
16 Cuenca;16106 Horcajo de Santiago;Hombres;11
16 Cuenca;16106 Horcajo de Santiago;Mujeres;6
16 Cuenca;16107 Huélamo;Ambos sexos;6
16 Cuenca;16107 Huélamo;Hombres;5
16 Cuenca;16107 Huélamo;Mujeres;1
16 Cuenca;16108 Huelves;Ambos sexos;6
16 Cuenca;16108 Huelves;Hombres;2
16 Cuenca;16108 Huelves;Mujeres;4
16 Cuenca;16109 Huérguina;Ambos sexos;38
16 Cuenca;16109 Huérguina;Hombres;19
16 Cuenca;16109 Huérguina;Mujeres;19
16 Cuenca;16111 Huerta del Marquesado;Ambos sexos;1
16 Cuenca;16111 Huerta del Marquesado;Hombres;1
16 Cuenca;16111 Huerta del Marquesado;Mujeres;0
16 Cuenca;16112 Huete;Ambos sexos;66
16 Cuenca;16112 Huete;Hombres;27
16 Cuenca;16112 Huete;Mujeres;39
16 Cuenca;16113 Iniesta;Ambos sexos;83
16 Cuenca;16113 Iniesta;Hombres;42
16 Cuenca;16113 Iniesta;Mujeres;41
16 Cuenca;16116 Lagunaseca;Ambos sexos;4
16 Cuenca;16116 Lagunaseca;Hombres;0
16 Cuenca;16116 Lagunaseca;Mujeres;4
16 Cuenca;16117 Landete;Ambos sexos;20
16 Cuenca;16117 Landete;Hombres;9
16 Cuenca;16117 Landete;Mujeres;11
16 Cuenca;16118 Ledaña;Ambos sexos;18
16 Cuenca;16118 Ledaña;Hombres;8
16 Cuenca;16118 Ledaña;Mujeres;10
16 Cuenca;16119 Leganiel;Ambos sexos;1
16 Cuenca;16119 Leganiel;Hombres;0
16 Cuenca;16119 Leganiel;Mujeres;1
16 Cuenca;16121 Majadas, Las;Ambos sexos;5
16 Cuenca;16121 Majadas, Las;Hombres;1
16 Cuenca;16121 Majadas, Las;Mujeres;4
16 Cuenca;16122 Mariana;Ambos sexos;2
16 Cuenca;16122 Mariana;Hombres;1
16 Cuenca;16122 Mariana;Mujeres;1
16 Cuenca;16123 Masegosa;Ambos sexos;5
16 Cuenca;16123 Masegosa;Hombres;3
16 Cuenca;16123 Masegosa;Mujeres;2
16 Cuenca;16124 Mesas, Las;Ambos sexos;15
16 Cuenca;16124 Mesas, Las;Hombres;7
16 Cuenca;16124 Mesas, Las;Mujeres;8
16 Cuenca;16125 Minglanilla;Ambos sexos;41
16 Cuenca;16125 Minglanilla;Hombres;20
16 Cuenca;16125 Minglanilla;Mujeres;21
16 Cuenca;16126 Mira;Ambos sexos;25
16 Cuenca;16126 Mira;Hombres;12
16 Cuenca;16126 Mira;Mujeres;13
16 Cuenca;16129 Montalbanejo;Ambos sexos;11
16 Cuenca;16129 Montalbanejo;Hombres;5
16 Cuenca;16129 Montalbanejo;Mujeres;6
16 Cuenca;16130 Montalbo;Ambos sexos;16
16 Cuenca;16130 Montalbo;Hombres;9
16 Cuenca;16130 Montalbo;Mujeres;7
16 Cuenca;16131 Monteagudo de las Salinas;Ambos sexos;5
16 Cuenca;16131 Monteagudo de las Salinas;Hombres;1
16 Cuenca;16131 Monteagudo de las Salinas;Mujeres;4
16 Cuenca;16133 Mota del Cuervo;Ambos sexos;68
16 Cuenca;16133 Mota del Cuervo;Hombres;31
16 Cuenca;16133 Mota del Cuervo;Mujeres;37
16 Cuenca;16134 Motilla del Palancar;Ambos sexos;74
16 Cuenca;16134 Motilla del Palancar;Hombres;31
16 Cuenca;16134 Motilla del Palancar;Mujeres;43
16 Cuenca;16135 Moya;Ambos sexos;29
16 Cuenca;16135 Moya;Hombres;12
16 Cuenca;16135 Moya;Mujeres;17
16 Cuenca;16139 Olivares de Júcar;Ambos sexos;1
16 Cuenca;16139 Olivares de Júcar;Hombres;0
16 Cuenca;16139 Olivares de Júcar;Mujeres;1
16 Cuenca;16141 Olmeda del Rey;Ambos sexos;13
16 Cuenca;16141 Olmeda del Rey;Hombres;5
16 Cuenca;16141 Olmeda del Rey;Mujeres;8
16 Cuenca;16142 Olmedilla de Alarcón;Ambos sexos;9
16 Cuenca;16142 Olmedilla de Alarcón;Hombres;4
16 Cuenca;16142 Olmedilla de Alarcón;Mujeres;5
16 Cuenca;16145 Osa de la Vega;Ambos sexos;14
16 Cuenca;16145 Osa de la Vega;Hombres;8
16 Cuenca;16145 Osa de la Vega;Mujeres;6
16 Cuenca;16147 Pajaroncillo;Ambos sexos;1
16 Cuenca;16147 Pajaroncillo;Hombres;0
16 Cuenca;16147 Pajaroncillo;Mujeres;1
16 Cuenca;16148 Palomares del Campo;Ambos sexos;12
16 Cuenca;16148 Palomares del Campo;Hombres;3
16 Cuenca;16148 Palomares del Campo;Mujeres;9
16 Cuenca;16150 Paracuellos;Ambos sexos;21
16 Cuenca;16150 Paracuellos;Hombres;12
16 Cuenca;16150 Paracuellos;Mujeres;9
16 Cuenca;16152 Parra de las Vegas, La;Ambos sexos;1
16 Cuenca;16152 Parra de las Vegas, La;Hombres;1
16 Cuenca;16152 Parra de las Vegas, La;Mujeres;0
16 Cuenca;16153 Pedernoso, El;Ambos sexos;11
16 Cuenca;16153 Pedernoso, El;Hombres;5
16 Cuenca;16153 Pedernoso, El;Mujeres;6
16 Cuenca;16154 Pedroñeras, Las;Ambos sexos;59
16 Cuenca;16154 Pedroñeras, Las;Hombres;28
16 Cuenca;16154 Pedroñeras, Las;Mujeres;31
16 Cuenca;16155 Peral, El;Ambos sexos;5
16 Cuenca;16155 Peral, El;Hombres;1
16 Cuenca;16155 Peral, El;Mujeres;4
16 Cuenca;16156 Peraleja, La;Ambos sexos;4
16 Cuenca;16156 Peraleja, La;Hombres;0
16 Cuenca;16156 Peraleja, La;Mujeres;4
16 Cuenca;16157 Pesquera, La;Ambos sexos;23
